U%,Density,Thermal_Conductivity,IV,Digit1,Digit2,Digit3,N_U_235,0,1,3,5,10,15,20,22,24,26,26,27,29,31,36,41,46,48,50,52,52,53,55,57,62,67,72,74,76,78,78,79,81,83,88,93,98,100,102,104,104,105,107,109,114,119,124,126,128,130,130,131,133,135,140,145,150,152,154,156,156,157,159,161,166,171,176,178,180,182,182,183,185,187,192,197,202,204,206,208,208,209,211,213,218,223,228,230,232,234
0.35,10920.00,2.90,1.00,2.00,2.00,1.00,86300000000000000000.00,73.00,96.58,107.36,122.14,168.30,213.17,257.07,271.16,284.09,292.23,227.58,297.02,289.72,286.68,298.86,324.45,342.06,349.90,355.92,356.28,263.22,342.68,333.92,330.59,340.68,352.49,371.00,374.93,378.52,377.62,277.46,363.73,355.77,346.55,349.69,363.25,376.37,382.27,383.34,381.51,281.26,369.31,357.07,353.96,357.40,367.87,381.32,380.77,384.85,386.49,281.26,369.31,357.07,353.96,357.40,367.87,381.32,380.77,384.85,386.49,281.26,369.31,357.07,353.96,357.40,367.87,381.32,380.77,384.85,386.49,281.26,369.31,357.07,353.96,357.40,367.87,381.32,380.77,384.85,386.49,281.26,369.31,357.07,353.96,357.40,367.87,381.32,380.77,384.85,386.49
0.35,10920.00,2.90,1.00,2.00,1.00,6.00,86300000000000000000.00,57.15,69.14,75.56,84.84,110.86,148.62,185.78,202.67,216.78,230.33,159.64,189.74,190.51,192.06,203.11,227.86,259.24,271.95,281.71,289.97,190.36,230.08,226.67,228.49,238.50,262.38,294.42,307.20,317.31,323.24,207.18,252.06,252.12,250.75,257.59,278.23,311.65,322.06,327.40,335.44,213.76,260.87,260.21,256.26,262.22,280.50,309.96,320.95,331.79,339.91,213.76,260.87,260.21,256.26,262.22,280.50,309.96,320.95,331.79,339.91,213.76,260.87,260.21,256.26,262.22,280.50,309.96,320.95,331.79,339.91,213.76,260.87,260.21,256.26,262.22,280.50,309.96,320.95,331.79,339.91,213.76,260.87,260.21,256.26,262.22,280.50,309.96,320.95,331.79,339.91
0.35,10920.00,2.90,1.00,2.00,1.00,5.00,86300000000000000000.00,49.36,62.29,67.02,73.52,95.34,120.65,157.81,179.18,190.75,205.23,131.54,163.83,162.44,162.71,171.81,195.31,226.66,243.49,259.40,270.51,163.51,201.79,201.30,202.48,206.50,226.13,259.30,278.47,289.45,301.12,174.15,216.65,222.00,217.31,223.90,237.81,268.83,285.35,298.00,313.19,185.41,224.78,226.44,226.47,230.08,248.66,276.54,292.58,306.58,318.51,185.41,224.78,226.44,226.47,230.08,248.66,276.54,292.58,306.58,318.51,185.41,224.78,226.44,226.47,230.08,248.66,276.54,292.58,306.58,318.51,185.41,224.78,226.44,226.47,230.08,248.66,276.54,292.58,306.58,318.51,185.41,224.78,226.44,226.47,230.08,248.66,276.54,292.58,306.58,318.51
0.35,10920.00,2.90,1.00,2.00,1.00,4.00,86300000000000000000.00,40.87,51.75,54.87,59.98,78.04,98.99,125.67,143.97,158.39,175.98,104.51,133.43,134.29,134.76,144.88,159.31,183.79,200.19,219.11,237.74,128.48,163.70,163.50,164.66,171.14,184.31,210.91,225.54,245.31,266.81,143.15,180.67,182.69,181.13,186.12,200.06,224.40,244.72,261.51,281.79,150.93,194.61,197.29,192.75,196.37,207.53,235.40,251.45,270.27,289.97,150.93,194.61,197.29,192.75,196.37,207.53,235.40,251.45,270.27,289.97,150.93,194.61,197.29,192.75,196.37,207.53,235.40,251.45,270.27,289.97,150.93,194.61,197.29,192.75,196.37,207.53,235.40,251.45,270.27,289.97,150.93,194.61,197.29,192.75,196.37,207.53,235.40,251.45,270.27,289.97
0.35,10920.00,2.90,1.00,2.00,1.00,3.00,86300000000000000000.00,37.39,45.36,48.04,52.25,66.79,80.91,102.89,115.72,131.69,151.93,85.89,105.23,107.01,109.16,116.15,130.65,151.30,162.78,180.85,204.75,106.37,132.95,131.68,134.97,140.14,152.94,169.80,186.99,202.21,229.21,118.30,147.46,150.07,150.91,156.84,166.34,190.48,202.81,219.81,248.76,127.80,159.64,160.39,159.63,164.65,176.15,194.74,210.74,228.97,259.13,127.80,159.64,160.39,159.63,164.65,176.15,194.74,210.74,228.97,259.13,127.80,159.64,160.39,159.63,164.65,176.15,194.74,210.74,228.97,259.13,127.80,159.64,160.39,159.63,164.65,176.15,194.74,210.74,228.97,259.13,127.80,159.64,160.39,159.63,164.65,176.15,194.74,210.74,228.97,259.13
0.35,10920.00,2.90,1.00,2.00,1.00,2.00,86300000000000000000.00,31.27,38.24,40.20,43.19,51.00,64.51,80.30,88.49,100.36,123.57,64.51,76.98,79.65,82.38,87.54,98.77,116.29,124.88,137.71,162.93,85.39,99.36,101.97,103.11,107.78,120.70,137.87,147.89,159.98,186.96,95.34,113.33,117.76,114.47,122.32,132.92,149.86,157.74,169.66,203.06,100.33,120.03,122.76,124.44,126.69,139.67,155.45,166.66,182.65,214.83,100.33,120.03,122.76,124.44,126.69,139.67,155.45,166.66,182.65,214.83,100.33,120.03,122.76,124.44,126.69,139.67,155.45,166.66,182.65,214.83,100.33,120.03,122.76,124.44,126.69,139.67,155.45,166.66,182.65,214.83,100.33,120.03,122.76,124.44,126.69,139.67,155.45,166.66,182.65,214.83
0.35,10920.00,2.90,1.00,2.00,1.00,1.00,86300000000000000000.00,26.25,31.42,32.54,34.27,41.01,49.85,63.68,69.43,79.66,97.37,49.63,57.45,59.43,61.12,64.99,72.20,87.36,95.23,104.64,127.60,65.36,74.23,77.63,77.13,80.51,90.16,106.58,114.79,125.96,151.09,77.67,84.62,87.28,87.04,89.36,99.66,115.55,124.81,135.25,169.04,81.17,92.60,92.71,94.99,96.20,105.20,121.72,131.38,142.24,170.36,81.17,92.60,92.71,94.99,96.20,105.20,121.72,131.38,142.24,170.36,81.17,92.60,92.71,94.99,96.20,105.20,121.72,131.38,142.24,170.36,81.17,92.60,92.71,94.99,96.20,105.20,121.72,131.38,142.24,170.36,81.17,92.60,92.71,94.99,96.20,105.20,121.72,131.38,142.24,170.36
0.35,10920.00,2.90,1.00,3.00,3.00,6.00,86300000000000000000.00,21.23,24.07,25.16,26.41,28.79,34.79,42.14,47.08,52.63,64.67,36.24,41.64,40.34,41.23,43.74,48.49,56.98,63.95,69.17,85.17,45.36,50.21,50.77,50.93,53.19,58.77,69.63,75.23,82.13,96.11,49.85,56.37,55.88,57.01,59.14,62.62,75.38,82.63,90.18,106.57,55.70,61.07,61.54,62.20,62.85,68.81,79.14,86.92,95.09,111.04,55.70,61.07,61.54,62.20,62.85,68.81,79.14,86.92,95.09,111.04,55.70,61.07,61.54,62.20,62.85,68.81,79.14,86.92,95.09,111.04,55.70,61.07,61.54,62.20,62.85,68.81,79.14,86.92,95.09,111.04,55.70,61.07,61.54,62.20,62.85,68.81,79.14,86.92,95.09,111.04
0.35,10920.00,2.90,1.00,3.00,3.00,5.00,86300000000000000000.00,23.23,27.47,27.46,28.80,34.38,42.01,52.28,58.15,64.90,80.73,44.28,50.05,51.38,52.93,56.05,61.93,75.54,83.09,90.72,111.74,56.91,66.53,67.02,68.01,69.89,77.38,90.08,98.63,108.28,129.22,64.45,72.64,73.67,72.92,76.66,83.84,97.77,106.19,115.33,137.66,68.49,78.38,77.80,79.18,81.11,88.95,104.51,114.45,123.74,148.85,68.49,78.38,77.80,79.18,81.11,88.95,104.51,114.45,123.74,148.85,68.49,78.38,77.80,79.18,81.11,88.95,104.51,114.45,123.74,148.85,68.49,78.38,77.80,79.18,81.11,88.95,104.51,114.45,123.74,148.85,68.49,78.38,77.80,79.18,81.11,88.95,104.51,114.45,123.74,148.85
0.35,10920.00,2.90,1.00,3.00,3.00,4.00,86300000000000000000.00,29.06,33.94,35.59,37.86,45.74,56.25,70.53,77.75,86.00,105.78,55.81,63.94,65.75,67.90,73.35,82.05,96.22,105.06,118.61,139.25,71.65,83.40,85.22,86.82,91.28,100.40,118.29,126.18,139.70,161.71,82.00,96.52,98.46,99.56,102.80,113.10,128.96,138.47,150.89,179.53,89.31,105.32,107.37,110.00,110.76,119.24,136.63,147.10,160.11,187.38,89.31,105.32,107.37,110.00,110.76,119.24,136.63,147.10,160.11,187.38,89.31,105.32,107.37,110.00,110.76,119.24,136.63,147.10,160.11,187.38,89.31,105.32,107.37,110.00,110.76,119.24,136.63,147.10,160.11,187.38,89.31,105.32,107.37,110.00,110.76,119.24,136.63,147.10,160.11,187.38
0.35,10920.00,2.90,1.00,3.00,3.00,3.00,86300000000000000000.00,33.72,39.84,43.24,46.75,58.56,70.95,91.35,98.90,112.99,132.73,70.82,87.10,89.41,92.51,97.45,109.79,124.90,137.59,152.15,175.16,92.42,114.01,116.00,117.51,121.32,132.80,150.43,162.82,180.69,203.76,105.64,131.14,131.21,131.85,135.17,147.24,166.09,178.14,192.62,217.72,111.33,135.87,137.73,137.79,145.16,153.34,172.20,182.23,200.39,226.67,111.33,135.87,137.73,137.79,145.16,153.34,172.20,182.23,200.39,226.67,111.33,135.87,137.73,137.79,145.16,153.34,172.20,182.23,200.39,226.67,111.33,135.87,137.73,137.79,145.16,153.34,172.20,182.23,200.39,226.67,111.33,135.87,137.73,137.79,145.16,153.34,172.20,182.23,200.39,226.67
0.35,10920.00,2.90,1.00,3.00,3.00,2.00,86300000000000000000.00,41.96,51.28,56.04,60.13,73.88,91.26,115.00,129.48,143.91,161.04,91.10,113.32,114.68,117.22,124.25,139.52,162.94,174.84,191.15,210.27,114.44,144.79,145.94,144.50,149.62,161.42,184.07,198.08,216.55,233.11,127.13,160.02,159.14,159.33,165.42,176.41,197.35,212.84,229.81,251.88,135.40,169.92,174.09,170.80,175.53,190.71,208.80,224.09,242.56,259.54,135.40,169.92,174.09,170.80,175.53,190.71,208.80,224.09,242.56,259.54,135.40,169.92,174.09,170.80,175.53,190.71,208.80,224.09,242.56,259.54,135.40,169.92,174.09,170.80,175.53,190.71,208.80,224.09,242.56,259.54,135.40,169.92,174.09,170.80,175.53,190.71,208.80,224.09,242.56,259.54
0.35,10920.00,2.90,1.00,3.00,3.00,1.00,86300000000000000000.00,45.68,56.27,60.62,64.87,84.32,108.57,138.38,150.79,166.80,183.20,111.89,141.19,140.19,140.51,148.61,168.10,197.83,211.26,225.25,240.87,139.92,174.74,177.73,174.93,179.35,198.06,225.32,242.13,255.27,269.01,153.12,191.47,192.59,190.58,196.88,211.40,242.43,258.22,271.46,285.34,164.97,204.99,206.06,200.34,203.00,218.23,246.23,263.82,277.74,289.49,164.97,204.99,206.06,200.34,203.00,218.23,246.23,263.82,277.74,289.49,164.97,204.99,206.06,200.34,203.00,218.23,246.23,263.82,277.74,289.49,164.97,204.99,206.06,200.34,203.00,218.23,246.23,263.82,277.74,289.49,164.97,204.99,206.06,200.34,203.00,218.23,246.23,263.82,277.74,289.49
0.35,10920.00,2.90,1.00,3.00,2.00,6.00,86300000000000000000.00,63.23,80.69,90.56,101.48,134.89,173.93,211.13,225.34,238.40,244.04,182.74,229.65,227.98,228.92,240.78,264.41,290.98,297.20,304.19,307.99,217.66,276.39,272.15,270.70,275.09,296.10,316.71,320.17,325.33,329.38,229.32,292.12,289.29,286.39,290.11,309.51,323.64,329.71,334.01,338.81,238.25,299.25,294.26,291.39,297.92,312.47,336.79,339.31,344.06,342.19,238.25,299.25,294.26,291.39,297.92,312.47,336.79,339.31,344.06,342.19,238.25,299.25,294.26,291.39,297.92,312.47,336.79,339.31,344.06,342.19,238.25,299.25,294.26,291.39,297.92,312.47,336.79,339.31,344.06,342.19,238.25,299.25,294.26,291.39,297.92,312.47,336.79,339.31,344.06,342.19
0.35,10920.00,2.90,1.00,3.00,2.00,5.00,86300000000000000000.00,66.83,88.61,98.61,110.56,150.95,189.44,228.97,238.17,252.22,258.15,199.07,254.09,253.24,249.58,263.86,284.07,306.59,310.75,314.98,317.22,233.76,301.30,293.22,289.57,292.09,307.37,326.28,331.28,333.47,332.10,246.41,314.60,311.46,303.48,305.35,319.87,337.43,341.34,341.40,342.50,250.35,323.72,316.36,311.77,314.92,323.04,336.50,339.78,338.41,340.14,250.35,323.72,316.36,311.77,314.92,323.04,336.50,339.78,338.41,340.14,250.35,323.72,316.36,311.77,314.92,323.04,336.50,339.78,338.41,340.14,250.35,323.72,316.36,311.77,314.92,323.04,336.50,339.78,338.41,340.14,250.35,323.72,316.36,311.77,314.92,323.04,336.50,339.78,338.41,340.14
0.35,10920.00,2.90,1.00,3.00,2.00,4.00,86300000000000000000.00,72.51,95.70,103.23,116.86,159.73,200.63,233.45,246.54,257.30,263.81,210.68,268.59,262.58,259.66,268.91,290.73,308.37,312.16,315.26,316.18,244.84,316.35,306.09,302.95,305.44,322.26,332.17,338.16,342.15,341.19,262.99,332.65,325.65,317.72,323.05,333.48,345.30,348.42,348.14,345.58,266.05,342.35,332.88,325.36,328.34,338.08,343.67,347.12,349.25,346.62,266.05,342.35,332.88,325.36,328.34,338.08,343.67,347.12,349.25,346.62,266.05,342.35,332.88,325.36,328.34,338.08,343.67,347.12,349.25,346.62,266.05,342.35,332.88,325.36,328.34,338.08,343.67,347.12,349.25,346.62,266.05,342.35,332.88,325.36,328.34,338.08,343.67,347.12,349.25,346.62
0.35,10920.00,2.90,1.00,3.00,2.00,3.00,86300000000000000000.00,73.26,95.44,102.87,117.83,157.01,198.66,237.43,244.53,258.19,266.92,221.77,276.85,269.52,266.43,278.31,299.19,318.14,324.29,327.95,328.73,259.88,328.52,318.21,313.66,318.20,327.62,343.49,346.35,348.29,345.34,270.33,345.85,334.57,331.83,329.64,339.52,349.27,352.97,353.29,350.60,275.46,347.84,339.76,329.71,331.93,338.80,345.02,351.19,349.15,349.79,275.46,347.84,339.76,329.71,331.93,338.80,345.02,351.19,349.15,349.79,275.46,347.84,339.76,329.71,331.93,338.80,345.02,351.19,349.15,349.79,275.46,347.84,339.76,329.71,331.93,338.80,345.02,351.19,349.15,349.79,275.46,347.84,339.76,329.71,331.93,338.80,345.02,351.19,349.15,349.79
0.35,10920.00,2.90,1.00,3.00,2.00,2.00,86300000000000000000.00,71.52,95.83,103.41,116.50,157.59,197.96,233.04,242.30,254.49,260.60,215.16,270.10,262.26,260.61,271.62,293.24,310.29,316.00,316.26,320.86,255.99,322.97,312.34,305.51,309.09,322.79,337.00,339.84,340.93,344.09,271.67,339.46,329.29,321.21,323.96,336.96,344.49,350.24,348.70,344.81,270.56,338.60,329.27,318.34,322.58,335.11,347.32,349.70,348.98,348.57,270.56,338.60,329.27,318.34,322.58,335.11,347.32,349.70,348.98,348.57,270.56,338.60,329.27,318.34,322.58,335.11,347.32,349.70,348.98,348.57,270.56,338.60,329.27,318.34,322.58,335.11,347.32,349.70,348.98,348.57,270.56,338.60,329.27,318.34,322.58,335.11,347.32,349.70,348.98,348.57
0.35,10920.00,2.90,1.00,3.00,2.00,1.00,86300000000000000000.00,69.86,91.06,99.95,113.24,152.68,196.28,232.02,242.09,255.42,261.09,210.66,262.61,259.70,256.01,266.53,286.88,303.18,311.14,313.94,318.19,252.45,312.03,303.62,296.04,303.40,316.47,328.72,333.02,335.05,336.13,260.63,321.63,316.10,310.42,312.96,325.56,339.51,339.30,339.85,338.48,263.36,326.32,320.40,314.76,314.60,326.01,346.20,346.05,347.91,343.47,263.36,326.32,320.40,314.76,314.60,326.01,346.20,346.05,347.91,343.47,263.36,326.32,320.40,314.76,314.60,326.01,346.20,346.05,347.91,343.47,263.36,326.32,320.40,314.76,314.60,326.01,346.20,346.05,347.91,343.47,263.36,326.32,320.40,314.76,314.60,326.01,346.20,346.05,347.91,343.47
0.35,10920.00,2.90,1.00,3.00,1.00,6.00,86300000000000000000.00,52.89,67.42,71.35,80.19,108.30,139.36,177.44,187.41,200.22,211.96,154.45,187.19,185.06,183.93,192.36,213.66,239.86,250.86,263.18,270.14,187.24,223.39,221.51,220.30,225.95,240.76,264.64,275.53,285.67,291.55,199.03,239.87,235.04,234.68,239.97,253.58,277.05,286.96,294.15,299.91,206.44,246.68,242.78,239.91,243.80,263.12,283.22,294.03,299.74,307.82,206.44,246.68,242.78,239.91,243.80,263.12,283.22,294.03,299.74,307.82,206.44,246.68,242.78,239.91,243.80,263.12,283.22,294.03,299.74,307.82,206.44,246.68,242.78,239.91,243.80,263.12,283.22,294.03,299.74,307.82,206.44,246.68,242.78,239.91,243.80,263.12,283.22,294.03,299.74,307.82
0.35,10920.00,2.90,1.00,3.00,1.00,5.00,86300000000000000000.00,49.49,60.80,65.87,71.94,92.79,117.25,149.10,163.30,178.15,192.24,129.56,156.06,155.60,158.11,166.13,185.54,208.63,221.49,233.42,244.42,162.69,194.15,192.66,193.75,197.25,209.73,232.09,245.64,256.56,269.63,172.20,209.96,207.98,206.63,208.05,223.73,247.63,261.17,271.29,279.68,181.90,218.17,219.26,214.44,218.93,232.06,250.72,264.54,275.87,282.87,181.90,218.17,219.26,214.44,218.93,232.06,250.72,264.54,275.87,282.87,181.90,218.17,219.26,214.44,218.93,232.06,250.72,264.54,275.87,282.87,181.90,218.17,219.26,214.44,218.93,232.06,250.72,264.54,275.87,282.87,181.90,218.17,219.26,214.44,218.93,232.06,250.72,264.54,275.87,282.87
0.35,10920.00,2.90,1.00,3.00,1.00,4.00,86300000000000000000.00,44.14,54.75,58.85,64.30,81.51,101.74,128.23,139.40,155.46,167.98,108.68,130.98,132.06,135.60,141.46,151.16,172.41,184.00,198.26,212.48,130.77,161.06,160.19,159.26,163.76,177.23,200.08,213.15,225.39,245.09,147.75,179.71,180.10,178.65,184.12,194.93,218.01,227.37,242.04,255.86,160.79,193.13,191.26,189.77,193.85,207.73,224.67,240.28,254.54,268.83,160.79,193.13,191.26,189.77,193.85,207.73,224.67,240.28,254.54,268.83,160.79,193.13,191.26,189.77,193.85,207.73,224.67,240.28,254.54,268.83,160.79,193.13,191.26,189.77,193.85,207.73,224.67,240.28,254.54,268.83,160.79,193.13,191.26,189.77,193.85,207.73,224.67,240.28,254.54,268.83
0.35,10920.00,2.90,1.00,3.00,1.00,3.00,86300000000000000000.00,37.61,46.31,48.68,53.40,63.44,78.43,98.77,108.73,120.95,137.83,85.89,102.80,103.55,104.31,112.78,125.12,144.13,153.04,163.32,184.38,108.33,130.12,130.10,129.97,132.88,143.96,164.77,176.25,189.05,208.42,120.00,144.90,145.85,147.12,151.62,163.50,176.73,188.10,201.39,218.13,127.74,151.75,154.14,154.90,156.33,165.84,183.45,193.17,210.11,229.07,127.74,151.75,154.14,154.90,156.33,165.84,183.45,193.17,210.11,229.07,127.74,151.75,154.14,154.90,156.33,165.84,183.45,193.17,210.11,229.07,127.74,151.75,154.14,154.90,156.33,165.84,183.45,193.17,210.11,229.07,127.74,151.75,154.14,154.90,156.33,165.84,183.45,193.17,210.11,229.07
0.35,10920.00,2.90,1.00,3.00,1.00,2.00,86300000000000000000.00,33.88,39.32,41.93,45.35,54.12,64.93,81.47,89.85,98.79,114.84,67.68,79.60,80.49,81.92,87.20,97.33,113.49,121.27,133.61,152.12,86.50,102.48,102.46,103.17,107.50,117.68,133.22,142.00,153.76,174.19,97.08,113.96,114.12,115.33,119.78,129.29,143.03,152.74,163.03,187.20,104.91,122.33,125.43,124.81,127.76,137.19,150.38,158.54,168.20,191.18,104.91,122.33,125.43,124.81,127.76,137.19,150.38,158.54,168.20,191.18,104.91,122.33,125.43,124.81,127.76,137.19,150.38,158.54,168.20,191.18,104.91,122.33,125.43,124.81,127.76,137.19,150.38,158.54,168.20,191.18,104.91,122.33,125.43,124.81,127.76,137.19,150.38,158.54,168.20,191.18
0.35,10920.00,2.90,1.00,3.00,1.00,1.00,86300000000000000000.00,28.52,33.72,34.68,36.57,43.58,52.65,65.55,71.58,80.19,95.56,55.69,62.82,63.83,65.35,69.04,77.51,88.21,96.45,103.87,121.93,69.44,80.11,80.69,81.42,83.98,92.20,106.70,114.24,124.50,140.53,80.68,90.70,92.26,91.15,95.08,103.32,119.28,126.92,134.93,153.81,85.47,100.27,98.50,99.23,102.23,110.37,124.33,136.44,142.56,164.75,85.47,100.27,98.50,99.23,102.23,110.37,124.33,136.44,142.56,164.75,85.47,100.27,98.50,99.23,102.23,110.37,124.33,136.44,142.56,164.75,85.47,100.27,98.50,99.23,102.23,110.37,124.33,136.44,142.56,164.75,85.47,100.27,98.50,99.23,102.23,110.37,124.33,136.44,142.56,164.75
0.35,10920.00,2.90,1.00,4.00,3.00,6.00,86300000000000000000.00,21.63,24.33,24.92,28.20,29.12,34.52,41.50,47.37,50.82,61.66,34.68,40.47,39.39,41.12,42.76,47.09,55.19,61.32,67.10,78.35,44.28,50.16,49.69,50.14,51.82,56.45,65.24,71.09,78.25,91.64,49.83,55.31,55.64,55.80,58.71,63.55,71.94,79.35,85.89,98.00,55.14,61.70,61.35,62.53,65.04,69.37,79.38,84.93,91.78,107.12,55.14,61.70,61.35,62.53,65.04,69.37,79.38,84.93,91.78,107.12,55.14,61.70,61.35,62.53,65.04,69.37,79.38,84.93,91.78,107.12,55.14,61.70,61.35,62.53,65.04,69.37,79.38,84.93,91.78,107.12,55.14,61.70,61.35,62.53,65.04,69.37,79.38,84.93,91.78,107.12
0.35,10920.00,2.90,1.00,4.00,3.00,5.00,86300000000000000000.00,24.03,28.08,31.12,30.16,35.66,43.06,54.33,59.92,66.21,79.60,45.09,50.37,51.81,52.93,56.04,62.63,75.09,81.90,87.67,104.99,56.12,64.87,65.30,65.48,68.16,75.16,88.47,93.42,101.37,119.30,64.12,72.21,75.24,73.80,78.71,83.81,96.17,103.33,110.17,130.05,70.00,79.23,79.76,79.59,82.30,88.47,102.32,111.76,121.44,138.87,70.00,79.23,79.76,79.59,82.30,88.47,102.32,111.76,121.44,138.87,70.00,79.23,79.76,79.59,82.30,88.47,102.32,111.76,121.44,138.87,70.00,79.23,79.76,79.59,82.30,88.47,102.32,111.76,121.44,138.87,70.00,79.23,79.76,79.59,82.30,88.47,102.32,111.76,121.44,138.87
0.35,10920.00,2.90,1.00,4.00,3.00,4.00,86300000000000000000.00,28.28,33.26,37.73,38.39,45.20,55.92,67.91,75.85,82.69,99.31,57.01,67.24,67.60,68.51,76.66,83.78,98.63,104.84,116.67,135.22,72.50,86.09,87.39,86.61,91.48,99.63,113.32,121.62,132.63,154.60,84.94,98.21,99.92,100.09,104.93,115.79,129.84,138.52,148.10,169.49,90.43,105.02,106.01,108.18,110.06,120.66,134.05,143.91,154.86,176.87,90.43,105.02,106.01,108.18,110.06,120.66,134.05,143.91,154.86,176.87,90.43,105.02,106.01,108.18,110.06,120.66,134.05,143.91,154.86,176.87,90.43,105.02,106.01,108.18,110.06,120.66,134.05,143.91,154.86,176.87,90.43,105.02,106.01,108.18,110.06,120.66,134.05,143.91,154.86,176.87
0.35,10920.00,2.90,1.00,4.00,3.00,3.00,86300000000000000000.00,34.23,43.45,42.83,45.95,55.85,69.04,85.90,94.94,109.23,124.83,72.09,86.92,88.95,88.91,95.40,106.21,121.84,133.52,142.00,162.56,90.81,109.06,111.15,111.32,115.85,127.71,141.81,152.15,164.88,185.86,102.67,124.14,123.72,125.46,127.78,138.25,153.55,165.57,175.66,198.24,109.03,133.09,132.18,132.43,134.07,144.44,160.84,170.03,183.98,205.10,109.03,133.09,132.18,132.43,134.07,144.44,160.84,170.03,183.98,205.10,109.03,133.09,132.18,132.43,134.07,144.44,160.84,170.03,183.98,205.10,109.03,133.09,132.18,132.43,134.07,144.44,160.84,170.03,183.98,205.10,109.03,133.09,132.18,132.43,134.07,144.44,160.84,170.03,183.98,205.10
0.35,10920.00,2.90,1.00,4.00,3.00,2.00,86300000000000000000.00,36.66,45.61,48.68,52.22,68.13,84.23,106.45,118.34,130.97,149.79,93.09,110.61,112.28,114.19,121.73,134.38,153.58,165.49,179.72,196.39,113.01,137.63,139.04,138.37,143.59,155.71,175.87,186.82,202.42,221.22,125.64,153.00,153.14,153.67,157.44,168.47,188.92,204.23,213.70,233.77,135.72,166.30,162.85,163.11,165.94,174.78,197.85,213.71,223.16,243.74,135.72,166.30,162.85,163.11,165.94,174.78,197.85,213.71,223.16,243.74,135.72,166.30,162.85,163.11,165.94,174.78,197.85,213.71,223.16,243.74,135.72,166.30,162.85,163.11,165.94,174.78,197.85,213.71,223.16,243.74,135.72,166.30,162.85,163.11,165.94,174.78,197.85,213.71,223.16,243.74
